,age,gender,smile,mood,attention,distance
243337,21,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,1.34
243339,22,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.95
243343,53,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.67
243344,53,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.71
243346,25,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.89
243347,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.91
243348,25,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.7
243349,25,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.55
243352,31,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.52
243353,22,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.51
243354,33,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.81
243355,33,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.57
243356,33,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.56
243357,51,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.64
243360,55,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.64
243361,55,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.63
243362,55,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.64
243365,27,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.48
243366,27,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.44
243367,27,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.49
243373,29,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.64
243375,24,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.57
243376,24,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.55
243377,24,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.58
243389,36,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.72
243392,35,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.87
243396,15,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.52
243397,15,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.54
243398,16,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.53
243400,61,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.58
243401,61,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.52
243405,47,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.43
243408,35,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.46
243409,35,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.62
243410,35,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.6
243411,35,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
243421,26,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.87
243423,26,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.83
243427,26,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.77
243428,26,FEMALE,SMILING,POSITIVE,LOOKING_UP_LEFT,0.86
243429,26,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_LEFT,0.85
243430,26,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.81
243431,26,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.82
243432,26,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.78
243433,26,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN,0.84
243434,26,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_UP,0.82
243435,26,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN,0.78
243436,26,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.72
243438,26,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.83
243439,24,FEMALE,SMILING,POSITIVE,LOOKING_LEFT,0.77
243444,31,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.48
243445,31,FEMALE,NOT_SMILING,POSITIVE,LOOKING_UP,0.67
243447,31,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.55
243448,31,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
243449,31,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.57
243450,31,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.52
243451,31,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.48
243454,32,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.55
243456,32,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.32
243457,32,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.57
243458,32,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.46
243459,32,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.54
243462,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.67
243463,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.68
243464,34,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.63
243465,33,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.63
243466,33,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.64
243467,18,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.38
243469,60,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.71
243470,60,MALE,SMILING,POSITIVE,LOOKING_UP,0.47
243475,24,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.8
243476,24,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.56
243477,24,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.72
243478,24,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.79
243479,24,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.81
243480,24,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.83
243482,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.8
243492,25,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.35
243494,25,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.36
243513,34,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.64
243514,34,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.54
243515,34,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.53
243523,39,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.73
243524,39,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.69
243526,41,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.57
243527,42,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.81
243528,45,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
243529,45,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.04
243530,47,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.04
243537,26,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,1.12
243538,32,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.71
243539,32,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.66
243540,32,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.68
243553,24,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.75
243554,24,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.78
243555,24,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.69
243564,51,MALE,SMILING,POSITIVE,LOOKING_RIGHT,0.79
243566,50,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.75
243569,23,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.97
243570,23,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_UP,0.74
243577,16,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.48
243578,16,FEMALE,BROADLY_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.47
243579,17,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.47
243580,16,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.46
243629,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.68
243631,25,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.02
243633,25,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN_RIGHT,0.62
243634,25,MALE,NOT_SMILING,NEGATIVE,LOOKING_RIGHT,0.51
243646,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.65
243650,22,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.64
243656,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.31
243733,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.37
243749,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.48
243762,8,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.88
243770,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.79
243772,7,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.43
243813,30,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.17
243814,30,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.18
243847,6,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.5
243881,18,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.6
243901,24,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.83
243903,24,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.99
243905,24,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.88
243913,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.72
243914,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.69
243917,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.4
243937,6,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.31
243953,12,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.29
243958,25,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.85
243959,25,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.78
243960,25,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.8
243968,28,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.66
243969,28,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.52
243970,28,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.62
243983,22,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.02
244014,6,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.61
244023,4,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.36
244036,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.32
244044,11,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.45
244053,6,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.47
244057,5,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.46
244067,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.54
244070,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.35
244075,7,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.42
244076,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.4
244077,10,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.38
244083,10,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.53
244115,24,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.94
244123,36,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.57
244124,36,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.45
244126,37,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.68
244131,36,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.85
244140,32,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.2
244164,5,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.7
244165,5,FEMALE,NOT_SMILING,POSITIVE,LOOKING_UP,0.64
244166,5,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.7
244167,5,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.66
244208,35,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.79
244209,35,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.84
244213,35,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.65
244221,10,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.36
244233,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.55
244236,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,0.57
244253,30,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.44
244269,27,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,1.25
244271,17,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.42
244272,17,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.87
244273,17,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_UP_RIGHT,0.88
244276,17,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.86
244279,17,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.88
244286,22,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.41
244287,22,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.4
244310,31,MALE,NOT_SMILING,NEUTRAL,LOOKING_UP,0.69
244311,19,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.0
244318,46,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.57
244344,28,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.12
244345,28,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.06
244374,24,MALE,SMILING,POSITIVE,LOOKING_LEFT,0.56
244375,24,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.45
244376,24,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.36
244377,23,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.45
244414,60,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.62
244416,15,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.67
244417,15,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.6
244418,15,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.67
244491,4,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.91
244543,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_UP,0.31
244562,32,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.41
244566,32,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.63
244580,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.61
244603,8,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.21
244635,5,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.58
244637,5,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.56
244649,30,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.75
244651,30,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.79
244652,30,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.73
244660,28,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.01
244669,6,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.48
244674,7,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.57
244680,6,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.32
244685,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.32
244690,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.55
244694,6,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.79
244701,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.69
244703,8,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.31
244715,29,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.01
244741,8,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.34
244760,5,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.64
244762,14,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.72
244764,13,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.74
244766,5,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.67
244797,8,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.52
244800,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.43
244811,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.48
244812,8,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.55
244816,8,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.4
244817,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.55
244818,7,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_UP,0.71
244829,11,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.5
244838,10,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.47
244839,31,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.4
244843,10,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.38
244855,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.6
244857,13,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_UP,0.78
244861,13,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.76
244864,17,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.68
244865,28,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.42
244869,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
244893,31,MALE,SMILING,POSITIVE,LOOKING_UP,0.63
244912,56,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.55
244914,55,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.6
244937,15,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.73
244999,14,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN_RIGHT,0.57
245000,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.55
245001,14,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.57
245012,25,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN_LEFT,0.89
245037,14,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,1.34
245038,8,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,1.32
245053,31,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.48
245054,30,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.42
245074,32,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,1.77
245077,32,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.04
245082,32,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.55
245083,32,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.5
245104,17,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.12
245147,58,MALE,NOT_SMILING,NEUTRAL,LOOKING_UP,0.8
245158,5,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.64
245182,37,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.68
245184,37,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.87
245185,37,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.74
245190,27,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.73
245196,28,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.04
245197,28,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.05
245198,28,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.14
245205,33,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.53
245212,29,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.38
245230,34,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.78
245232,34,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.77
245235,17,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.72
245254,30,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.53
245255,30,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.51
245256,30,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.5
245260,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.6
245261,25,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.55
245262,27,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.4
245275,33,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.59
245281,35,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.96
245286,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.64
245287,29,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.5
245288,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.62
245289,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.67
245290,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.63
245291,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.58
245292,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.75
245293,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.48
245299,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.68
245300,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.63
245301,29,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.68
245302,29,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.67
245307,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.54
245311,28,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.73
245312,28,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.68
245313,28,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.6
245319,31,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.73
245323,29,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.5
245324,29,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.66
245325,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.58
245326,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.44
245327,29,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.62
245329,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.6
245332,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.48
245333,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
245334,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.49
245335,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.46
245337,25,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.88
245338,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.5
245339,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.41
245360,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.08
245361,20,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_RIGHT,1.13
245362,20,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,0.95
245411,6,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN_RIGHT,0.56
245413,6,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
245417,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.7
245431,33,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.83
245436,33,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.55
245453,28,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.96
245573,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.44
245574,6,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.45
245578,8,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.46
245637,16,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.52
245645,13,MALE,SMILING,POSITIVE,LOOKING_LEFT,0.61
245647,12,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.33
245648,13,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.31
245653,26,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.53
245655,26,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_LEFT,0.62
245662,22,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.59
245664,22,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.81
245665,22,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.69
245687,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.58
245728,7,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.44
245777,23,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.54
245835,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.1
245836,9,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.14
245927,19,MALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,0.98
246071,6,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.14
246083,5,MALE,SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.45
246085,6,MALE,NOT_SMILING,NEUTRAL,LOOKING_RIGHT,0.54
246086,6,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.62
246087,6,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.62
246089,6,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.69
246099,8,MALE,SMILING,POSITIVE,LOOKING_LEFT,0.61
246100,8,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.69
246102,8,MALE,SMILING,POSITIVE,LOOKING_LEFT,0.61
