,age,gender,smile,mood,attention,distance
3630,22,MALE,SMILING,NEGATIVE,LOOKING_UP,0.71
3632,22,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.71
3775,27,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.19
3781,22,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.78
3784,22,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.67
3789,21,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.52
3964,15,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.5
3966,16,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.41
4238,20,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
4240,20,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.65
4619,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.75
4623,23,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.48
4654,23,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.52
4753,19,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.53
4755,19,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.85
4771,27,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.51
4778,26,FEMALE,BROADLY_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.77
4785,33,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.79
4787,33,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.76
4790,20,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.6
4791,20,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.54
4800,23,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.73
4802,23,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.63
4804,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.69
4805,24,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.7
4808,22,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.56
4816,72,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.61
4820,36,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
4821,36,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.51
4822,36,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.69
4829,31,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.68
4830,31,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.69
4831,32,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.63
4837,38,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.41
4845,20,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.61
4883,26,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.6
4884,26,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.68
4896,11,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,1.14
4901,16,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.58
4907,13,FEMALE,SMILING,POSITIVE,LOOKING_RIGHT,0.69
4908,13,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.48
4909,13,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.69
4918,31,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.78
5050,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_RIGHT,0.64
5058,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.6
5071,11,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_RIGHT,0.69
5155,30,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.81
5165,29,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.9
5183,29,MALE,BROADLY_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.85
5199,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.66
5202,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.76
5203,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.75
5206,8,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.59
5214,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.73
5215,8,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.62
5295,28,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.75
5297,28,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.74
5298,28,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.74
5315,15,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_RIGHT,0.69
5322,8,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.69
5325,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.66
5326,10,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.64
5351,24,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.91
5357,23,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.66
5372,20,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.91
5397,27,MALE,SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.61
5469,35,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.84
5471,35,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.91
5488,24,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN_RIGHT,0.68
5489,24,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.77
5496,9,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.78
5497,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.68
5499,17,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.66
5501,17,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.66
5502,16,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.62
5508,7,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.72
5509,7,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.91
5547,7,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.63
5548,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.18
5550,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.63
5560,10,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.84
5563,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.89
5568,32,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.91
5569,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.8
5573,19,MALE,SMILING,NEGATIVE,LOOKING_DOWN_RIGHT,0.63
5583,25,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.93
5595,11,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.45
5608,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.54
5609,11,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN_LEFT,0.62
5610,11,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.56
5612,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.63
5619,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.76
5620,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.71
5621,12,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.57
5636,17,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.68
5638,17,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.67
5646,13,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.64
5649,9,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.7
5652,9,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.56
5670,21,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.39
5673,24,FEMALE,NOT_SMILING,POSITIVE,LOOKING_RIGHT,0.61
5698,18,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.55
5699,18,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.5
5720,5,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.74
5731,21,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.68
5737,21,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.76
5738,21,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.78
5740,21,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.95
5758,6,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.75
5785,6,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.93
5788,5,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.03
5796,4,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.72
5797,4,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.96
5841,20,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.81
5842,20,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.5
5844,20,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
5847,8,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.6
5897,65,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.75
5898,57,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.87
6013,6,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.48
6017,6,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.48
6018,6,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.43
6020,6,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.53
6021,6,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.5
6023,6,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.59
6073,19,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.68
6083,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.42
6085,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.51
6086,7,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN_LEFT,0.61
6095,14,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.37
6097,14,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.52
6105,6,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.91
6137,22,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.45
6158,27,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.5
6162,30,MALE,SMILING,POSITIVE,LOOKING_UP,0.72
6175,62,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.95
6176,62,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.89
6178,18,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.96
6179,18,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.97
6180,18,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.96
6184,18,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.54
6185,18,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.68
6186,18,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.76
6187,18,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.56
6190,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.62
6191,9,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.67
6192,9,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.5
6193,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.5
6194,9,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.58
6195,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.59
6196,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
6197,9,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.57
6198,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.6
6199,9,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.66
6210,27,MALE,SMILING,POSITIVE,LOOKING_UP,0.83
6219,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.42
6220,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.61
6221,10,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.76
6222,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.57
6223,10,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.39
6224,27,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.19
6225,27,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.57
6226,27,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
6227,27,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.65
6235,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.64
6236,9,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.59
6237,9,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.54
6238,9,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.46
6240,9,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.54
6247,36,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.6
6260,17,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.5
6264,17,MALE,SMILING,NEUTRAL,LOOKING_DOWN_RIGHT,0.51
6279,11,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.23
6280,11,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
6286,16,MALE,BROADLY_SMILING,POSITIVE,LOOKING_UP,0.56
6301,9,MALE,SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.42
6305,10,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.55
6311,14,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.49
6312,14,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.47
6313,14,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.75
6357,9,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.76
6358,8,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.73
6382,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.12
6404,54,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.59
6420,18,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.85
6426,13,FEMALE,SMILING,POSITIVE,LOOKING_LEFT,0.72
6467,20,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.76
6474,24,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,1.13
6496,27,MALE,NOT_SMILING,NEUTRAL,LOOKING_UP_RIGHT,0.69
6507,27,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.55
6508,27,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.65
6509,22,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.83
6531,20,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.77
6533,20,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.47
6589,9,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.55
6590,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.06
6591,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_RIGHT,0.76
6606,13,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.74
6619,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.64
6667,25,MALE,NOT_SMILING,NEUTRAL,LOOKING_UP,0.67
6759,29,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.76
6777,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.92
6779,20,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.86
6788,28,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.71
6789,28,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.72
6797,22,MALE,NOT_SMILING,NEGATIVE,LOOKING_UP,0.82
6800,22,MALE,SMILING,POSITIVE,LOOKING_RIGHT,0.72
6807,18,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.55
6808,18,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.51
6809,18,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.58
6811,18,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.61
6815,18,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.76
6816,18,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.6
6817,15,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.91
6818,14,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.68
6821,12,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.69
6822,12,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.66
6823,12,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
6824,12,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.66
6849,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.61
6853,22,MALE,NOT_SMILING,NEUTRAL,LOOKING_RIGHT,0.89
6856,21,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.54
6869,40,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,1.15
6881,10,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.54
6885,10,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.65
6929,10,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.6
6944,11,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.42
6948,14,FEMALE,NOT_SMILING,POSITIVE,LOOKING_RIGHT,0.82
6996,59,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.72
6997,63,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.71
6999,59,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.65
7004,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.67
7011,5,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.74
7012,5,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.87
7013,5,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.93
7015,5,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.02
7024,14,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.4
7035,37,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.55
7036,37,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.64
7037,37,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.66
7059,7,MALE,NOT_SMILING,POSITIVE,LOOKING_LEFT,1.1
7122,29,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.59
7131,26,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.97
7243,16,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.81
7245,16,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.76
7247,16,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.44
7249,26,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.59
7250,16,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.61
7252,17,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.46
7352,17,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.66
7353,17,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
7355,17,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.57
7357,24,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.57
7358,16,FEMALE,SMILING,NEUTRAL,LOOKING_LEFT,0.47
7359,17,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.59
7362,15,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.65
7371,15,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.39
7381,30,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.56
7383,30,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.5
7384,30,FEMALE,SMILING,NEGATIVE,LOOKING_RIGHT,0.85
7412,18,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.72
7418,21,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.6
7419,21,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_UP,0.6
7426,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
7433,9,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.35
7435,9,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.3
7436,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.35
7449,11,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.45
7458,38,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.47
7460,38,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.45
7462,38,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.47
7464,38,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.53
7524,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.91
7538,70,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.97
7565,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.67
7567,9,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.86
7570,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.7
7586,8,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.53
7591,8,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.72
7614,7,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,1.03
7615,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.5
7616,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.5
7622,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.67
7625,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.53
7626,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.76
7627,7,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.7
7628,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.74
7629,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.73
7630,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.45
7631,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.51
7632,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.59
7633,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.49
7693,13,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.83
7704,10,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.98
7713,8,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.0
7737,22,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.62
7738,22,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.43
7739,22,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.63
7741,10,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.53
7747,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.59
7748,13,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.38
7782,5,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_LEFT,0.59
7786,5,FEMALE,SMILING,NEGATIVE,LOOKING_LEFT,0.57
7788,5,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.56
7824,5,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.6
7828,5,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.48
7829,5,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.48
7830,5,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.51
7831,5,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.54
7832,5,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.52
7833,5,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_LEFT,0.63
7837,5,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.51
7839,5,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.47
7840,5,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.53
7887,23,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.81
7889,15,FEMALE,SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.57
7890,15,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.66
7892,15,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.66
7893,15,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.68
7895,11,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,1.07
7907,19,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.64
7915,4,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.64
7924,11,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.67
7925,11,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.58
7926,20,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.75
7933,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.6
7934,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.53
7935,14,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_RIGHT,0.56
7937,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
